Month,diet,gym,finance
2012-07-01,54.32120045521289,37.57274936685343,44.403273703109434
2012-08-01,55.13384924903561,35.629577156258236,44.412708661178506
2012-09-01,53.475057921089316,37.12856059902428,43.78437724290125
2012-10-01,50.580566198708176,34.75545158443143,43.18840414050546
2012-11-01,50.12749292341744,34.86976514875601,43.025677662059785
2012-12-01,52.361557313705596,35.31190215389952,42.54196785863707
2013-01-01,54.49184212166243,36.131887158075415,45.98796299196158
2013-02-01,54.784385453836805,35.292219501249676,44.88339252227774
2013-03-01,55.184822065958684,36.34269892900741,44.77533897115938
2013-04-01,54.19401018072484,37.817907315833345,46.30723179826369
2013-05-01,52.602945933827705,37.65491748691136,46.48098235188811
2013-06-01,54.43218804115819,38.461891318352485,44.020886122537135
2013-07-01,54.32120045521289,37.57274936685343,46.421604325978045
2013-08-01,51.12411475819666,37.55550024578571,45.39965774253803
2013-09-01,54.523588468561655,39.032589347692195,44.736211530790406
2013-10-01,50.580566198708176,40.02142909722407,45.10788876897237
2013-11-01,52.406015329027326,40.318165953249135,45.074519455491206
2013-12-01,52.361557313705596,39.725889923136954,44.78101879856534
2014-01-01,51.13849799109858,39.49299294022196,45.98796299196158
2014-02-01,50.06159360436811,41.96912589337799,45.85911844667508
2014-03-01,50.50814222986049,42.23610956614375,45.74871590531502
2014-04-01,49.522112751352005,40.88422412522524,45.32197154723681
2014-05-01,47.820859939843366,40.792827277487305,44.46007007571906
2014-06-01,48.494131163940935,40.540912470695865,45.04462766027056
2014-07-01,47.40759312454943,41.63466821732407,45.412439014543736
2014-08-01,47.11438026735771,38.518461790549445,43.42575957981899
2014-09-01,48.23240518372762,38.08057497335824,45.68804581867957
2014-10-01,47.28183362053156,40.02142909722407,45.10788876897237
2014-11-01,47.84897051780756,40.318165953249135,43.025677662059785
2014-12-01,47.374742331447926,41.93288380775567,47.02006973849361
2015-01-01,45.27014576261186,40.3332693857586,45.98796299196158
2015-02-01,45.33880175489943,41.01528212307395,45.85911844667508
2015-03-01,47.70213432820157,42.23610956614375,44.77533897115938
2015-04-01,45.78459480785374,42.9284353314865,45.32197154723681
2015-05-01,45.90802554224963,42.88476713787127,44.46007007571906
2015-06-01,47.50445501773805,43.65944419921093,46.06836919800398
2015-07-01,46.41993493445465,42.650147929941724,46.421604325978045
2015-08-01,46.111946644647965,41.40734642484065,47.37355590525708
2015-09-01,45.0868135413106,42.84064684502802,45.68804581867957
2015-10-01,46.182256094472685,43.181015604899656,44.148146454738914
2015-11-01,44.43118690939273,45.76656675774226,43.025677662059785
2015-12-01,47.374742331447926,46.34687157699312,44.78101879856534
2016-01-01,42.75513766468898,43.69437516790515,43.988486340137165
2016-02-01,45.33880175489943,43.87681343398609,44.88339252227774
2016-03-01,44.89612642654266,46.16504999090131,42.8285851028481
2016-04-01,44.85021532197917,44.972646537747764,42.36619079415615
2016-05-01,44.95160834345276,48.114616788831185,42.43915779955001
2016-06-01,43.54575043292655,47.81748650389768,46.06836919800398
2016-07-01,42.46930217407553,58.89782333182429,41.375777768806515
2016-08-01,45.10951302193823,51.03696187247801,40.46491233574042
2016-09-01,45.0868135413106,48.552733091031754,41.88070866712294
2016-10-01,43.98310104235494,47.393797615133764,39.34943488357165
2016-11-01,44.43118690939273,47.945927079539516,44.050098558775495
2016-12-01,44.881334840319084,48.553865461611835,43.66149332860121
2017-01-01,46.10848179525282,47.055480950051695,42.98874801422495
2017-02-01,52.89526871404933,48.64603228550631,42.931940673483055
2017-03-01,46.76679836098193,50.093990415658865,42.8285851028481
2017-04-01,45.78459480785374,49.06106895027028,41.38093054312926
2017-05-01,45.90802554224963,50.206556649215145,43.44961393763454
2017-06-01,47.50445501773805,50.93601823241275,41.97340304707029
2017-07-01,51.35822588492855,52.80494505611833,43.394108391675125
2017-08-01,46.111946644647965,50.07400032771427,42.43881049845946
2017-09-01,46.13534408878294,47.6007187166978,44.736211530790406
2017-10-01,48.38141114659043,49.500188620250825,43.18840414050546
2017-11-01,46.70970931500261,51.21496756223539,48.14778214563833
2017-12-01,48.621446077012344,49.6573624039212,62.69342631799148
